"DOI","DIMENSION_Open_Access","DIMENSION_CITATIONS","DIMENSION_RECENT_CITATIONS","DIMENSION_RELATIVE_CITATION_RATIO","DIMENSION_FIELD_CITATION_RATIO","DIMENSION_Sustainable_Development_Goals"
"10.3390/brainsci11040472","All OA; Gold",13,13,2.72,7.89,
"10.3390/brainsci11040481","All OA; Gold",4,4,1.36,2.52,
"10.3390/brainsci11040502","All OA; Gold",6,6,1.83,4.23,
"10.3390/brainsci11050528","All OA; Gold",15,15,2.13,9.1,"3 Good Health and Well Being"
"10.3390/brainsci11050532","All OA; Gold",2,2,0.74,1.09,"3 Good Health and Well Being"
"10.3390/brainsci11050629","All OA; Gold",4,4,1.15,2.42,
"10.3390/brainsci11050637","All OA; Gold",0,0,,0,
"10.3390/brainsci11050647","All OA; Gold",2,2,0.6,1.41,
"10.3390/brainsci11060736","All OA; Gold",7,7,1.94,4.59,
"10.3390/brainsci11060751","All OA; Gold",5,5,1.12,3.52,
"10.3390/brainsci11060786","All OA; Gold",7,7,2.16,5.62,
"10.3390/brainsci11070890","All OA; Gold",12,12,3.3,9.64,"3 Good Health and Well Being"
"10.3390/brainsci11080958","All OA; Gold",2,2,0.66,1.09,
"10.3390/brainsci11080964","All OA; Gold",3,3,1.13,1.82,
"10.3390/brainsci11081020","All OA; Gold",0,0,,0,
"10.3390/brainsci11081021","All OA; Gold",4,4,0.7,3.21,
"10.3390/brainsci11081049","All OA; Gold",9,9,2.12,5.46,
"10.3390/brainsci11081061","All OA; Gold",2,2,0.43,1.09,"3 Good Health and Well Being"
"10.3390/brainsci11081087","All OA; Gold",6,6,1.84,3.64,"3 Good Health and Well Being"
"10.3390/brainsci11081091","All OA; Gold",1,1,0.34,0.8,
"10.3390/brainsci11081110","All OA; Gold",3,3,0.71,1.82,
"10.3390/brainsci11091131","All OA; Gold",1,1,,0.64,"3 Good Health and Well Being"
"10.3390/brainsci11091151","All OA; Gold",6,6,0.71,4.82,
"10.3390/brainsci11091171","All OA; Gold",5,5,1.19,4.02,"3 Good Health and Well Being"
"10.3390/brainsci11091187","All OA; Gold",10,10,1.41,6.07,
"10.3390/brainsci11091212","All OA; Gold",2,2,0.45,1.19,"3 Good Health and Well Being"
"10.3390/brainsci11091214","All OA; Gold",3,3,0.81,1.82,
"10.3390/brainsci11091219","All OA; Gold",3,3,0.73,1.82,"3 Good Health and Well Being"
"10.3390/brainsci11091233","All OA; Gold",6,6,1.24,4.23,"3 Good Health and Well Being"
"10.3390/brainsci11091235","All OA; Gold",3,3,1.34,1.82,
"10.3390/brainsci11091247","All OA; Gold",4,4,0.66,2.43,
"10.3390/brainsci11101270","All OA; Gold",1,1,0.21,0.8,
"10.3390/brainsci11101282","All OA; Gold",3,3,0.58,1.63,
"10.3390/brainsci11101305","All OA; Gold",3,3,0.46,1.82,"3 Good Health and Well Being"
"10.3390/brainsci11101341","All OA; Gold",4,4,0.62,3.21,
"10.3390/brainsci11101363","All OA; Gold",3,3,0.98,1.82,
"10.3390/brainsci11111437","All OA; Gold",7,7,0.95,4.25,
"10.3390/brainsci11111444","All OA; Gold",1,1,0.28,0.8,
"10.3390/brainsci11111499","All OA; Gold",11,11,2.8,8.84,
"10.3390/brainsci11111507","All OA; Gold",2,2,0.52,1.21,
"10.3390/brainsci11111519","All OA; Gold",17,17,3.93,13.66,"3 Good Health and Well Being"
"10.3390/brainsci11111521","All OA; Gold",9,9,1.83,7.23,"4 Quality Education"
"10.3390/brainsci11111530","All OA; Gold",0,0,,0,
"10.3390/brainsci11111543","All OA; Gold",3,3,0.26,1.82,
"10.3390/brainsci11121570","All OA; Gold",4,4,1.01,3.21,"3 Good Health and Well Being"
"10.3390/brainsci11121583","All OA; Gold",5,5,0.69,1.81,
"10.3390/brainsci12010040","All OA; Gold",2,2,0.25,1.21,
"10.3390/brainsci12010055","All OA; Gold",3,3,0.4,1.63,
"10.3390/brainsci12010063","All OA; Gold",1,1,0.31,0.61,
"10.3390/brainsci12010069","All OA; Gold",1,1,,0.8,
"10.3390/brainsci12020154","All OA; Gold",20,20,,,"3 Good Health and Well Being"
"10.3390/brainsci12020183","All OA; Gold",2,2,,,
"10.3390/brainsci12020215","All OA; Gold",3,3,,,
"10.3390/brainsci12020258","All OA; Gold",1,1,,,
"10.3390/brainsci12030384","All OA; Gold",1,1,,,
"10.3390/brainsci12040434","All OA; Gold",0,0,,,
"10.3390/brainsci12040475","All OA; Gold",5,5,,,
"10.3390/brainsci12040476","All OA; Gold",1,1,,,
"10.3390/brainsci12040499","All OA; Gold",1,1,,,"3 Good Health and Well Being"
"10.3390/brainsci12050531","All OA; Gold",1,1,,,
"10.3390/brainsci12050561","All OA; Gold",0,0,,,
"10.3390/brainsci12050577","All OA; Gold",15,15,,,
"10.3390/brainsci12060800","All OA; Gold",1,1,,,
"10.3390/brainsci12070885","All OA; Gold",1,1,,,
"10.3390/brainsci12070954","All OA; Gold",1,1,,,
"10.3390/brainsci12081096","All OA; Gold",1,1,,,
"10.3390/brainsci12081104","All OA; Gold",2,2,,,"3 Good Health and Well Being"
"10.3390/brainsci12091124","All OA; Gold",0,0,,,
"10.3390/brainsci12091140","All OA; Gold",0,0,,,
"10.3390/brainsci12111477","All OA; Gold",0,0,,,
"10.3390/brainsci12111519","All OA; Gold",0,0,,,
"10.3390/brainsci12111538","All OA; Gold",1,1,,,
"10.3390/brainsci12111559","All OA; Gold",0,0,,,
"10.3390/brainsci12121595","All OA; Gold",1,1,,,
"10.3390/brainsci12121687","All OA; Gold",1,1,,,
"10.3390/brainsci13010042","All OA; Gold",1,1,,,
"10.3390/bs12030070","All OA; Gold",4,4,,,
"10.3390/cancers12071732","All OA; Gold",7,7,0.68,2.49,
"10.3390/cancers13030543","All OA; Gold",8,8,1.43,4.43,
"10.3390/cancers13051103","All OA; Gold",36,36,4.91,13,
"10.3390/cancers13092227","All OA; Gold",3,3,0.63,2.41,
"10.3390/cancers13143524","All OA; Gold",4,4,0.43,1.78,
"10.3390/cancers13246360","All OA; Gold",1,1,0.19,0.44,
"10.3390/cancers14030687","All OA; Gold",6,6,,,
"10.3390/cancers14225495","All OA; Gold",0,0,,,
"10.3390/cells10010012","All OA; Gold",30,30,2.36,6.25,
"10.3390/cells10010034","All OA; Gold",6,6,0.59,1.25,
"10.3390/cells10010119","All OA; Gold",7,7,1.39,2.53,
"10.3390/cells10020330","All OA; Gold",14,14,2.71,,
"10.3390/cells10020405","All OA; Gold",6,6,1.01,,
"10.3390/cells10020411","All OA; Gold",5,5,0.71,1.81,"3 Good Health and Well Being"
"10.3390/cells10030518","All OA; Gold",11,11,1.99,3.84,
"10.3390/cells10030565","All OA; Gold",24,24,4.02,13.03,
"10.3390/cells10030651","All OA; Gold",12,12,2.27,6.53,
"10.3390/cells10030686","All OA; Gold",17,17,2.19,9.24,
"10.3390/cells10030698","All OA; Gold",16,16,2.53,5.59,
"10.3390/cells10040844","All OA; Gold",18,18,2.93,14.46,
"10.3390/cells10040884","All OA; Gold",12,12,1.73,9.66,
"10.3390/cells10040890","All OA; Gold",11,11,1.87,5.21,
"10.3390/cells10040901","All OA; Gold",13,13,2.47,4.81,
"10.3390/cells10040961","All OA; Gold",4,4,0.96,1.48,
"10.3390/cells10051139","All OA; Gold",5,5,0.84,4.02,
"10.3390/cells10051159","All OA; Gold",12,12,1.63,4.83,
"10.3390/cells10061318","All OA; Gold",5,5,0.68,4.02,
"10.3390/cells10061507","All OA; Gold",15,15,2.33,13.33,
"10.3390/cells10071605","All OA; Gold",12,12,1.83,4.33,
"10.3390/cells10071712","All OA; Gold",6,6,1.09,4.83,
"10.3390/cells10071733","All OA; Gold",6,6,1.08,2.1,
"10.3390/cells10071785","All OA; Gold",9,9,1.31,7.23,
"10.3390/cells10081882","All OA; Gold",2,2,,0.72,
"10.3390/cells10082041","All OA; Gold",5,5,0.75,1.81,
"10.3390/cells10082139","All OA; Gold",2,2,0.18,0.72,
"10.3390/cells10082164","All OA; Gold",3,3,0.55,1.08,
"10.3390/cells10092191","All OA; Gold",15,15,1.84,5.56,
"10.3390/cells10092438","All OA; Gold",15,15,2.42,5.24,
"10.3390/cells10102551","All OA; Gold",4,4,0.43,1.44,"3 Good Health and Well Being"
"10.3390/cells10102555","All OA; Gold",10,10,0.89,5.43,
"10.3390/cells10102560","All OA; Gold",16,16,2.23,5.79,
"10.3390/cells10112921","All OA; Gold",27,27,4.28,9.99,
"10.3390/cells10112938","All OA; Gold",4,4,0.51,3.55,
"10.3390/cells10113056","All OA; Gold",14,14,3.5,11.26,
"10.3390/cells10113087","All OA; Gold",3,3,0.49,1.11,
"10.3390/cells10113116","All OA; Gold",6,6,0.86,2.17,
"10.3390/cells10113163","All OA; Gold",5,5,0.62,4.02,
"10.3390/cells10113177","All OA; Gold",9,9,1.62,4.46,
"10.3390/cells10113217","All OA; Gold",7,7,1.09,2.53,
"10.3390/cells10123281","All OA; Gold",6,6,0.92,2.1,
"10.3390/cells10123324","All OA; Gold",1,1,0.15,0.36,
"10.3390/cells10123488","All OA; Gold",7,7,0.87,3.11,
"10.3390/cells11020209","All OA; Gold",2,2,,,
"10.3390/cells11030440","All OA; Gold",3,3,,,
"10.3390/cells11030471","All OA; Gold",9,9,,,"3 Good Health and Well Being"
"10.3390/cells11030538","All OA; Gold",18,18,,,
"10.3390/cells11030581","All OA; Gold",5,5,,,
"10.3390/cells11040660","All OA; Gold",2,2,,,
"10.3390/cells11040729","All OA; Gold",5,5,,,
"10.3390/cells11060969","All OA; Gold",0,0,,,
"10.3390/cells11061004","All OA; Gold",1,1,,,
"10.3390/cells11071091","All OA; Gold",0,0,,,
"10.3390/cells11071093","All OA; Gold",3,3,,,
"10.3390/cells11081306","All OA; Gold",2,2,,,
"10.3390/cells11081357","All OA; Gold",0,0,,,
"10.3390/cells11091520","All OA; Gold",11,11,,,
"10.3390/cells11091551","All OA; Gold",3,3,,,
"10.3390/cells11091578","All OA; Gold",3,3,,,
"10.3390/cells11101634","All OA; Gold",2,2,,,
"10.3390/cells11101707","All OA; Gold",3,3,,,"3 Good Health and Well Being"
"10.3390/cells11111723","All OA; Gold",8,8,,,
"10.3390/cells11111773","All OA; Gold",5,5,,,
"10.3390/cells11111809","All OA; Gold",7,7,,,
"10.3390/cells11121959","All OA; Gold",2,2,,,
"10.3390/cells11132058","All OA; Gold",5,5,,,
"10.3390/cells11142165","All OA; Gold",1,1,,,
"10.3390/cells11142260","All OA; Gold",2,2,,,
"10.3390/cells11152398","All OA; Gold",1,1,,,
"10.3390/cells11162569","All OA; Gold",3,3,,,
"10.3390/cells11162586","All OA; Gold",0,0,,,"11 Sustainable Cities and Communities"
"10.3390/cells11172757","All OA; Gold",1,1,,,
"10.3390/cells11182771","All OA; Gold",1,1,,,
"10.3390/cells11192976","All OA; Gold",0,0,,,
"10.3390/cells11203263","All OA; Gold",0,0,,,
"10.3390/cells11213448","All OA; Gold",0,0,,,
"10.3390/cells11213476","All OA; Gold",3,3,,,
"10.3390/cells11223582","All OA; Gold",0,0,,,
"10.3390/cells11223619","All OA; Gold",0,0,,,
"10.3390/cells11233726","All OA; Gold",0,0,,,
"10.3390/cells11233768","All OA; Gold",2,2,,,
"10.3390/cells11233938","All OA; Gold",0,0,,,
"10.3390/cells11244061","All OA; Gold",1,1,,,
"10.3390/cells11244100","All OA; Gold",1,1,,,
"10.3390/cells9010175","All OA; Gold",1,1,,0.29,
"10.3390/cells9020330","All OA; Gold",13,9,0.88,6.09,"3 Good Health and Well Being"
"10.3390/cells9020393","All OA; Gold",24,20,2.95,11.25,
"10.3390/cells9020470","All OA; Gold",13,10,1.07,3.23,
"10.3390/cells9020482","All OA; Gold",95,81,8.23,23.87,
"10.3390/cells9030529","All OA; Gold",13,11,1.26,4.06,
"10.3390/cells9030531","All OA; Gold",70,60,3.54,17.58,"3 Good Health and Well Being"
"10.3390/cells9030576","All OA; Gold",22,16,2.61,4.58,
"10.3390/cells9030586","All OA; Gold",19,15,1.31,4.77,"3 Good Health and Well Being"
"10.3390/cells9030611","All OA; Gold",19,13,1.45,4.77,
"10.3390/cells9030748","All OA; Gold",21,15,1.96,,
"10.3390/cells9040842","All OA; Gold",17,15,2.29,7.96,
"10.3390/cells9040843","All OA; Gold",60,55,5.8,18.73,
"10.3390/cells9040906","All OA; Gold",26,23,2.34,6.53,
"10.3390/cells9040945","All OA; Gold",17,13,1.6,,
"10.3390/cells9041037","All OA; Gold",12,11,0.81,2.49,
"10.3390/cells9051108","All OA; Gold",109,99,10.21,22.7,
"10.3390/cells9051279","All OA; Gold",7,4,0.57,1.76,
"10.3390/cells9051290","All OA; Gold",19,15,1.83,4.77,
"10.3390/cells9061396","All OA; Gold",15,11,1.47,3.77,
"10.3390/cells9061464","All OA; Gold",19,17,2.56,5.56,
"10.3390/cells9061515","All OA; Gold",28,26,2.43,5.83,
"10.3390/cells9061564","All OA; Gold",29,26,3.36,6.23,
"10.3390/cells9071611","All OA; Gold",23,20,1.91,7.39,
"10.3390/cells9071627","All OA; Gold",27,27,2.64,5.62,
"10.3390/cells9071660","All OA; Gold",28,26,2.2,6.2,
"10.3390/cells9071711","All OA; Gold",21,20,1.88,,
"10.3390/cells9081771","All OA; Gold",17,16,1.67,4.97,
"10.3390/cells9081787","All OA; Gold",10,9,0.9,2.64,"3 Good Health and Well Being"
"10.3390/cells9081803","All OA; Gold",8,8,0.67,1.66,
"10.3390/cells9092044","All OA; Gold",32,30,2.03,7.31,
"10.3390/cells9092072","All OA; Gold",5,4,0.28,1.04,
"10.3390/cells9102154","All OA; Gold",5,5,0.43,1.26,
"10.3390/cells9102187","All OA; Gold",7,7,0.86,1.76,
"10.3390/cells9102198","All OA; Gold",3,3,0.31,0.62,
"10.3390/cells9102218","All OA; Gold",3,3,0.38,0.62,
"10.3390/cells9102223","All OA; Gold",2,2,0.11,,
"10.3390/cells9102290","All OA; Gold",33,33,2.88,8.29,
"10.3390/cells9112517","All OA; Gold",31,31,2.56,6.45,
"10.3390/cells9122543","All OA; Gold",3,3,0.33,1.41,"3 Good Health and Well Being"
"10.3390/cells9122642","All OA; Gold",24,24,2.15,6.44,
"10.3390/cells9122703","All OA; Gold",0,0,,0,
"10.3390/children7100183","All OA; Gold",2,2,0.21,1.19,
"10.3390/children7110210","All OA; Gold",23,23,2.69,10.77,
"10.3390/children7110222","All OA; Gold",3,3,0.46,1.41,
"10.3390/children8060445","All OA; Gold",2,2,0.51,1.82,"3 Good Health and Well Being"
"10.3390/children8100855","All OA; Gold",0,0,,0,
"10.3390/children8111055","All OA; Gold",1,1,0.4,1.19,"3 Good Health and Well Being"
"10.3390/children9010011","All OA; Gold",0,0,,0,
"10.3390/children9091313","All OA; Gold",1,1,,,
"10.3390/children9111698","All OA; Gold",0,0,,,
"10.3390/children9111716","All OA; Gold",1,1,,,
"10.3390/cimb43030125","All OA; Gold",7,7,0.9,3.32,
"10.3390/cimb44030083","All OA; Gold",2,2,,,
"10.3390/cimb44080251","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/cimb44090272","All OA; Gold",0,0,,,
"10.3390/cimb44100308","All OA; Gold",0,0,,,
"10.3390/cimb44110388","All OA; Gold",0,0,,,
"10.3390/cimb44110394","All OA; Gold",2,2,,,
"10.3390/clockssleep3030023","All OA; Gold",0,0,,,
"10.3390/curroncol28010022","All OA; Gold",1,1,,0.46,
"10.3390/diagnostics10080535","All OA; Gold",4,4,0.73,1.87,
"10.3390/diagnostics10080581","All OA; Gold",24,24,3.73,11.24,
"10.3390/diagnostics10090685","All OA; Gold",4,4,0.47,1.87,
"10.3390/diagnostics10100834","All OA; Gold",9,8,1.49,4.22,
"10.3390/diagnostics10100856","All OA; Gold",16,16,2.17,7.49,"3 Good Health and Well Being"
"10.3390/diagnostics10110930","All OA; Gold",18,18,2.29,8.43,
"10.3390/diagnostics10110942","All OA; Gold",4,4,0.45,1.87,
"10.3390/diagnostics10110968","All OA; Gold",9,9,0.88,4.22,
"10.3390/diagnostics10121025","All OA; Gold",19,19,2.17,8.9,
"10.3390/diagnostics10121031","All OA; Gold",0,0,,0,
"10.3390/diagnostics10121047","All OA; Gold",8,8,1.48,3.75,
"10.3390/diagnostics11010045","All OA; Gold",3,3,0.41,1.41,
"10.3390/diagnostics11020325","All OA; Gold",1,1,0.27,0.8,
"10.3390/diagnostics11030464","All OA; Gold",5,5,0.79,4.02,
"10.3390/diagnostics11030484","All OA; Gold",8,8,2.5,6.43,
"10.3390/diagnostics11030578","All OA; Gold",3,3,0.84,2.41,
"10.3390/diagnostics11040584","All OA; Gold",11,11,2.78,8.84,
"10.3390/diagnostics11040686","All OA; Gold",0,0,,0,
"10.3390/diagnostics11050786","All OA; Gold",2,2,0.27,1.61,
"10.3390/diagnostics11050796","All OA; Gold",6,6,2.46,4.82,
"10.3390/diagnostics11050884","All OA; Gold",1,1,0.25,0.8,
"10.3390/diagnostics11061068","All OA; Gold",2,2,0.7,1.61,
"10.3390/diagnostics11061103","All OA; Gold",3,3,0.58,2.41,
"10.3390/diagnostics11081310","All OA; Gold",2,2,0.42,1.61,
"10.3390/diagnostics11081339","All OA; Gold",3,3,,1.08,
"10.3390/diagnostics11081424","All OA; Gold",3,3,0.47,2.41,
"10.3390/diagnostics11101871","All OA; Gold",1,1,0.13,0.36,
"10.3390/diagnostics11112007","All OA; Gold",2,2,0.19,1.61,
"10.3390/diagnostics11122230","All OA; Gold",2,2,0.22,1.61,
"10.3390/diagnostics12010047","All OA; Gold",5,5,1.72,4.02,
"10.3390/diagnostics12010077","All OA; Gold",1,1,,0.8,
"10.3390/diagnostics12010111","All OA; Gold",4,4,,,"4 Quality Education"
"10.3390/diagnostics12010130","All OA; Gold",11,11,,,"3 Good Health and Well Being"
"10.3390/diagnostics12010191","All OA; Gold",3,3,,,
"10.3390/diagnostics12020230","All OA; Gold",2,2,,,
"10.3390/diagnostics12020270","All OA; Gold",2,2,,,
"10.3390/diagnostics12020482","All OA; Gold",0,0,,,
"10.3390/diagnostics12030720","All OA; Gold",1,1,,,
"10.3390/diagnostics12051156","All OA; Gold",2,2,,,
"10.3390/diagnostics12061365","All OA; Gold",1,1,,,
"10.3390/diagnostics12071771","All OA; Gold",0,0,,,
"10.3390/diagnostics12081914","All OA; Gold",0,0,,,
"10.3390/diagnostics12092263","All OA; Gold",1,1,,,
"10.3390/diagnostics12112571","All OA; Gold",1,1,,,
"10.3390/diagnostics12123070","All OA; Gold",1,1,,,
"10.3390/diseases10030062","All OA; Gold",0,0,,,
"10.3390/diseases8030033","All OA; Gold",12,12,0.92,,
"10.3390/diseases9020029","All OA; Gold",19,19,4.51,9.39,
"10.3390/diseases9020032","All OA; Gold",3,3,0.34,2.41,"3 Good Health and Well Being"
"10.3390/diseases9040072","All OA; Gold",2,2,0.39,1.61,"3 Good Health and Well Being"
"10.3390/dj10110207","All OA; Gold",0,0,,,
"10.3390/foods11091369","All OA; Gold",0,0,,,
"10.3390/foods9070943","All OA; Gold",36,31,4.29,9.43,
"10.3390/genes11010097","All OA; Gold",4,4,0.41,1.16,"3 Good Health and Well Being"
"10.3390/genes11020131","All OA; Gold",43,30,4.3,8.96,
"10.3390/genes11020149","All OA; Gold",11,9,1.19,3.19,"3 Good Health and Well Being"
"10.3390/genes11060615","All OA; Gold",15,13,1.51,4.35,
"10.3390/genes11090988","All OA; Gold",7,6,0.48,2.03,
"10.3390/genes11101152","All OA; Gold",4,4,0.41,1.16,
"10.3390/genes11111334","All OA; Gold",9,9,0.99,2.61,
"10.3390/genes12071071","All OA; Gold",11,11,1.46,4.76,
"10.3390/genes12081181","All OA; Gold",8,8,0.89,3.35,
"10.3390/genes12101607","All OA; Gold",4,4,0.44,1.9,
"10.3390/genes13010087","All OA; Gold",0,0,,0,
"10.3390/genes13020332","All OA; Gold",1,1,,,
"10.3390/genes13050897","All OA; Gold",1,1,,,
"10.3390/genes13050930","All OA; Gold",7,7,,,
"10.3390/genes13071188","All OA; Gold",0,0,,,"2 Zero Hunger"
"10.3390/genes13081307","All OA; Gold",0,0,,,
"10.3390/genes13081317","All OA; Gold",2,2,,,
"10.3390/genes13081319","All OA; Gold",1,1,,,
"10.3390/genes13081324","All OA; Gold",6,6,,,
"10.3390/genes13101714","All OA; Gold",0,0,,,
"10.3390/genes13111946","All OA; Gold",0,0,,,
"10.3390/genes13112136","All OA; Gold",0,0,,,
"10.3390/genes13122392","All OA; Gold",0,0,,,
"10.3390/genes14010063","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/geriatrics7030061","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/healthcare10050906","All OA; Gold",1,1,,,
"10.3390/healthcare10060985","All OA; Gold",0,0,,,
"10.3390/healthcare10081386","All OA; Gold",2,2,,,
"10.3390/healthcare10091681","All OA; Gold",0,0,,,
"10.3390/healthcare10101869","All OA; Gold",1,1,,,
"10.3390/healthcare10112199","All OA; Gold",0,0,,,
"10.3390/healthcare10112218","All OA; Gold",0,0,,,
"10.3390/healthcare10122421","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/healthcare11010084","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/healthcare9070897","All OA; Gold",2,2,0.65,1.93,"3 Good Health and Well Being"
"10.3390/healthcare9080949","All OA; Gold",4,4,1.25,,
"10.3390/healthcare9121723","All OA; Gold",3,3,1.37,2.39,"3 Good Health and Well Being"
"10.3390/ijerph17030886","All OA; Gold",13,7,1.96,7.58,
"10.3390/ijerph17030920","All OA; Gold",10,8,1.14,4.27,
"10.3390/ijerph17082637","All OA; Gold",7,7,1.18,4.68,
"10.3390/ijerph17103388","All OA; Gold",12,9,1.24,5.84,"3 Good Health and Well Being"
"10.3390/ijerph17103522","All OA; Gold",11,9,1.48,6.83,
"10.3390/ijerph17113979","All OA; Gold",14,13,2.36,9.35,
"10.3390/ijerph17124544","All OA; Gold",11,9,1.77,5.64,
"10.3390/ijerph17134774","All OA; Gold",10,7,1.66,5.95,
"10.3390/ijerph17145014","All OA; Gold",49,46,4.92,23.83,
"10.3390/ijerph17165935","All OA; Gold",4,4,0.58,1.95,
"10.3390/ijerph17176397","All OA; Gold",7,7,1.45,4.8,
"10.3390/ijerph17186818","All OA; Gold",7,7,0.82,3.34,
"10.3390/ijerph17197012","All OA; Gold",19,19,2.6,7.22,
"10.3390/ijerph17207439","All OA; Gold",6,6,1.01,1.93,
"10.3390/ijerph17218083","All OA; Gold",4,4,0.64,2.33,
"10.3390/ijerph17218202","All OA; Gold",26,26,3.8,11.28,
"10.3390/ijerph17228414","All OA; Gold",6,6,0.76,2.92,
"10.3390/ijerph17238848","All OA; Gold",9,9,2.02,3.5,
"10.3390/ijerph17239044","All OA; Gold",4,4,1.01,2.95,
"10.3390/ijerph18010017","All OA; Gold",12,12,2.25,5.21,
"10.3390/ijerph18010085","All OA; Gold",5,5,1.07,2.43,"3 Good Health and Well Being"
"10.3390/ijerph18010340","All OA; Gold",13,13,3.09,9.16,"3 Good Health and Well Being"
"10.3390/ijerph18020498","All OA; Gold",8,8,2.42,7.72,
"10.3390/ijerph18031204","All OA; Gold",18,18,3.54,9.11,"3 Good Health and Well Being"
"10.3390/ijerph18041432","All OA; Gold",6,6,1.08,5.79,
"10.3390/ijerph18052518","All OA; Gold",1,1,0.26,0.49,
"10.3390/ijerph18063318","All OA; Gold",2,2,0.27,0.7,
"10.3390/ijerph18084156","All OA; Gold",3,3,1.14,2.25,"3 Good Health and Well Being"
"10.3390/ijerph18084232","All OA; Gold",5,5,1.57,3.02,
"10.3390/ijerph18094621","All OA; Gold",13,13,1.46,4.82,"3 Good Health and Well Being"
"10.3390/ijerph18094907","All OA; Gold",14,14,2.83,11.25,
"10.3390/ijerph18115588","All OA; Gold",4,4,1.02,3.22,"3 Good Health and Well Being"
"10.3390/ijerph18115962","All OA; Gold",5,5,1.02,2.02,
"10.3390/ijerph18126537","All OA; Gold",7,7,2.73,6.39,"3 Good Health and Well Being"
"10.3390/ijerph18147338","All OA; Gold",3,3,0.39,2.41,
"10.3390/ijerph18158163","All OA; Gold",8,8,1.32,5.31,
"10.3390/ijerph18168645","All OA; Gold",1,1,0.28,0.8,
"10.3390/ijerph181910289","All OA; Gold",3,3,1.26,2.47,
"10.3390/ijerph181910312","All OA; Gold",0,0,,0,
"10.3390/ijerph181910527","All OA; Gold",1,1,0.35,0.65,
"10.3390/ijerph182010708","All OA; Gold",0,0,,0,
"10.3390/ijerph182312683","All OA; Gold",3,3,0.38,2.39,"3 Good Health and Well Being"
"10.3390/ijerph182412882","All OA; Gold",3,3,0.73,3.57,"3 Good Health and Well Being"
"10.3390/ijerph182413237","All OA; Gold",4,4,1.48,3.46,"3 Good Health and Well Being"
"10.3390/ijerph182413245","All OA; Gold",7,7,1.78,5.58,
"10.3390/ijerph182413261","All OA; Gold",1,1,,0.8,"3 Good Health and Well Being"
"10.3390/ijerph19010199","All OA; Gold",1,1,,0.8,
"10.3390/ijerph19020803","All OA; Gold",7,7,,,"3 Good Health and Well Being"
"10.3390/ijerph19031456","All OA; Gold",1,1,,,"3 Good Health and Well Being"
"10.3390/ijerph19042203","All OA; Gold",8,8,,,"3 Good Health and Well Being"
"10.3390/ijerph19063150","All OA; Gold",3,3,,,
"10.3390/ijerph19063271","All OA; Gold",2,2,,,
"10.3390/ijerph19063366","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/ijerph19074288","All OA; Gold",1,1,,,
"10.3390/ijerph19095038","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/ijerph19095426","All OA; Gold",2,2,,,
"10.3390/ijerph19106069","All OA; Gold",0,0,,,
"10.3390/ijerph19116548","All OA; Gold",0,0,,,
"10.3390/ijerph19116875","All OA; Gold",2,2,,,
"10.3390/ijerph19127175","All OA; Gold",4,4,,,
"10.3390/ijerph19137872","All OA; Gold",2,2,,,
"10.3390/ijerph19138151","All OA; Gold",1,1,,,
"10.3390/ijerph19159158","All OA; Gold",2,2,,,
"10.3390/ijerph19159336","All OA; Gold",1,1,,,"11 Sustainable Cities and Communities"
"10.3390/ijerph19159452","All OA; Gold",0,0,,,
"10.3390/ijerph19159696","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/ijerph191610080","All OA; Gold",1,1,,,"4 Quality Education"
"10.3390/ijerph191710733","All OA; Gold",0,0,,,"4 Quality Education"
"10.3390/ijerph191710844","All OA; Gold",0,0,,,
"10.3390/ijerph191811839","All OA; Gold",1,1,,,"3 Good Health and Well Being"
"10.3390/ijerph191911882","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/ijerph191912466","All OA; Gold",0,0,,,
"10.3390/ijerph191912679","All OA; Gold",1,1,,,
"10.3390/ijerph191912747","All OA; Gold",2,2,,,
"10.3390/ijerph192013054","All OA; Gold",1,1,,,"3 Good Health and Well Being"
"10.3390/ijerph192113734","All OA; Gold",1,1,,,
"10.3390/ijerph192113965","All OA; Gold",0,0,,,
"10.3390/ijerph192114192","All OA; Gold",1,1,,,
"10.3390/ijerph192114431","All OA; Gold",0,0,,,"4 Quality Education"
"10.3390/ijerph192114549","All OA; Gold",0,0,,,
"10.3390/ijerph192215029","All OA; Gold",0,0,,,
"10.3390/ijerph192215088","All OA; Gold",0,0,,,
"10.3390/ijerph192316150","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.3390/ijerph192416408","All OA; Gold",0,0,,,
"10.3390/ijerph192416989","All OA; Gold",0,0,,,
"10.3390/ijms21020676","All OA; Gold",13,10,1.2,2.75,
"10.3390/ijms21031035","All OA; Gold",3,2,0.23,0.63,
"10.3390/ijms21041314","All OA; Gold",83,72,7.18,17.53,
"10.3390/ijms21041351","All OA; Gold",34,29,3.05,7.09,
